hduser@node0:~ $ hadoop jar /opt/hadoop/share/hadoop/mapreduce/hadoop-mapreduce-examples-2.7.2.jar wordcount -Dmapreduce.job.reduces=4 /input /output
16/09/19 16:15:22 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
16/09/19 16:15:26 INFO client.RMProxy: Connecting to ResourceManager at node0/192.168.1.109:8032
16/09/19 16:15:32 INFO input.FileInputFormat: Total input paths to process : 1
16/09/19 16:15:35 INFO mapreduce.JobSubmitter: number of splits:8
16/09/19 16:15:36 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1474333263386_0001
16/09/19 16:15:38 INFO impl.YarnClientImpl: Submitted application application_1474333263386_0001
16/09/19 16:15:39 INFO mapreduce.Job: The url to track the job: http://node0:8088/proxy/application_1474333263386_0001/
16/09/19 16:15:39 INFO mapreduce.Job: Running job: job_1474333263386_0001
16/09/19 16:16:15 INFO mapreduce.Job: Job job_1474333263386_0001 running in uber mode : false
16/09/19 16:16:15 INFO mapreduce.Job:  map 0% reduce 0%
16/09/19 16:30:28 INFO mapreduce.Job:  map 54% reduce 0%
16/09/19 16:30:31 INFO mapreduce.Job:  map 55% reduce 0%
16/09/19 16:30:34 INFO mapreduce.Job:  map 56% reduce 0%
16/09/19 16:30:37 INFO mapreduce.Job:  map 57% reduce 0%
16/09/19 16:33:22 INFO mapreduce.Job:  map 58% reduce 0%
16/09/19 16:33:32 INFO mapreduce.Job:  map 59% reduce 0%
16/09/19 16:33:35 INFO mapreduce.Job:  map 60% reduce 0%
16/09/19 16:33:38 INFO mapreduce.Job:  map 61% reduce 0%
16/09/19 16:33:41 INFO mapreduce.Job:  map 62% reduce 0%
16/09/19 16:33:42 INFO mapreduce.Job:  map 63% reduce 0%
16/09/19 16:33:45 INFO mapreduce.Job:  map 64% reduce 0%
16/09/19 16:33:48 INFO mapreduce.Job:  map 65% reduce 0%
16/09/19 16:33:51 INFO mapreduce.Job:  map 66% reduce 0%
16/09/19 16:33:54 INFO mapreduce.Job:  map 67% reduce 0%
16/09/19 16:37:19 INFO mapreduce.Job:  map 68% reduce 0%
16/09/19 16:37:31 INFO mapreduce.Job:  map 69% reduce 0%
16/09/19 16:37:43 INFO mapreduce.Job:  map 70% reduce 0%
16/09/19 16:37:56 INFO mapreduce.Job:  map 71% reduce 0%
16/09/19 16:38:08 INFO mapreduce.Job:  map 72% reduce 0%
16/09/19 16:38:21 INFO mapreduce.Job:  map 73% reduce 0%
16/09/19 16:38:33 INFO mapreduce.Job:  map 74% reduce 0%
16/09/19 16:38:45 INFO mapreduce.Job:  map 75% reduce 0%
16/09/19 16:38:57 INFO mapreduce.Job:  map 76% reduce 0%
16/09/19 16:39:10 INFO mapreduce.Job:  map 77% reduce 0%
16/09/19 16:39:22 INFO mapreduce.Job:  map 78% reduce 0%
16/09/19 16:39:35 INFO mapreduce.Job:  map 79% reduce 0%
16/09/19 16:39:47 INFO mapreduce.Job:  map 80% reduce 0%
16/09/19 16:40:00 INFO mapreduce.Job:  map 81% reduce 0%
16/09/19 16:40:12 INFO mapreduce.Job:  map 82% reduce 0%
16/09/19 16:40:24 INFO mapreduce.Job:  map 83% reduce 0%
16/09/19 16:40:36 INFO mapreduce.Job:  map 84% reduce 0%
16/09/19 16:40:48 INFO mapreduce.Job:  map 85% reduce 0%
16/09/19 16:41:03 INFO mapreduce.Job:  map 86% reduce 0%
16/09/19 16:41:15 INFO mapreduce.Job:  map 87% reduce 0%
16/09/19 16:41:27 INFO mapreduce.Job:  map 88% reduce 0%
16/09/19 16:41:40 INFO mapreduce.Job:  map 89% reduce 0%
16/09/19 16:41:52 INFO mapreduce.Job:  map 90% reduce 0%
16/09/19 16:42:04 INFO mapreduce.Job:  map 91% reduce 0%
16/09/19 16:42:17 INFO mapreduce.Job:  map 92% reduce 0%
16/09/19 16:42:29 INFO mapreduce.Job:  map 93% reduce 0%
16/09/19 16:42:42 INFO mapreduce.Job:  map 94% reduce 0%
16/09/19 16:42:54 INFO mapreduce.Job:  map 95% reduce 0%
16/09/19 16:43:06 INFO mapreduce.Job:  map 96% reduce 0%
16/09/19 16:43:18 INFO mapreduce.Job:  map 97% reduce 0%
16/09/19 16:43:31 INFO mapreduce.Job:  map 98% reduce 0%
16/09/19 16:43:43 INFO mapreduce.Job:  map 99% reduce 0%
16/09/19 16:44:01 INFO mapreduce.Job:  map 100% reduce 0%
16/09/19 16:44:42 INFO mapreduce.Job:  map 100% reduce 3%
16/09/19 16:44:43 INFO mapreduce.Job:  map 100% reduce 5%
16/09/19 16:44:45 INFO mapreduce.Job:  map 100% reduce 6%
16/09/19 16:44:48 INFO mapreduce.Job:  map 100% reduce 7%
16/09/19 16:44:53 INFO mapreduce.Job:  map 100% reduce 8%
16/09/19 16:44:57 INFO mapreduce.Job:  map 100% reduce 10%
16/09/19 16:45:00 INFO mapreduce.Job:  map 100% reduce 11%
16/09/19 16:45:02 INFO mapreduce.Job:  map 100% reduce 13%
16/09/19 16:45:04 INFO mapreduce.Job:  map 100% reduce 17%
16/09/19 16:45:07 INFO mapreduce.Job:  map 100% reduce 19%
16/09/19 16:45:11 INFO mapreduce.Job:  map 100% reduce 22%
16/09/19 16:45:15 INFO mapreduce.Job:  map 100% reduce 24%
16/09/19 16:45:20 INFO mapreduce.Job:  map 100% reduce 25%
16/09/19 16:45:23 INFO mapreduce.Job:  map 100% reduce 26%
16/09/19 16:45:25 INFO mapreduce.Job:  map 100% reduce 35%
16/09/19 16:45:26 INFO mapreduce.Job:  map 100% reduce 36%
16/09/19 16:45:28 INFO mapreduce.Job:  map 100% reduce 46%
16/09/19 16:45:29 INFO mapreduce.Job:  map 100% reduce 67%
16/09/19 16:45:52 INFO mapreduce.Job:  map 100% reduce 68%
16/09/19 16:46:20 INFO mapreduce.Job:  map 100% reduce 69%
16/09/19 16:46:47 INFO mapreduce.Job:  map 100% reduce 70%
16/09/19 16:47:13 INFO mapreduce.Job:  map 100% reduce 71%
16/09/19 16:47:41 INFO mapreduce.Job:  map 100% reduce 72%
16/09/19 16:48:08 INFO mapreduce.Job:  map 100% reduce 73%
16/09/19 16:48:34 INFO mapreduce.Job:  map 100% reduce 74%
16/09/19 16:49:02 INFO mapreduce.Job:  map 100% reduce 75%
16/09/19 16:49:29 INFO mapreduce.Job:  map 100% reduce 76%
16/09/19 16:49:56 INFO mapreduce.Job:  map 100% reduce 77%
16/09/19 16:50:23 INFO mapreduce.Job:  map 100% reduce 78%
16/09/19 16:50:50 INFO mapreduce.Job:  map 100% reduce 79%
16/09/19 16:51:17 INFO mapreduce.Job:  map 100% reduce 80%
16/09/19 16:51:45 INFO mapreduce.Job:  map 100% reduce 81%
16/09/19 16:52:11 INFO mapreduce.Job:  map 100% reduce 82%
16/09/19 16:52:38 INFO mapreduce.Job:  map 100% reduce 83%
16/09/19 16:53:06 INFO mapreduce.Job:  map 100% reduce 84%
16/09/19 16:53:32 INFO mapreduce.Job:  map 100% reduce 85%
16/09/19 16:53:59 INFO mapreduce.Job:  map 100% reduce 86%
16/09/19 16:54:27 INFO mapreduce.Job:  map 100% reduce 87%
16/09/19 16:54:54 INFO mapreduce.Job:  map 100% reduce 88%
16/09/19 16:55:20 INFO mapreduce.Job:  map 100% reduce 89%
16/09/19 16:55:48 INFO mapreduce.Job:  map 100% reduce 90%
16/09/19 16:56:15 INFO mapreduce.Job:  map 100% reduce 91%
16/09/19 16:56:42 INFO mapreduce.Job:  map 100% reduce 92%
16/09/19 16:57:11 INFO mapreduce.Job:  map 100% reduce 93%
16/09/19 16:57:36 INFO mapreduce.Job:  map 100% reduce 94%
16/09/19 16:58:03 INFO mapreduce.Job:  map 100% reduce 95%
16/09/19 16:58:31 INFO mapreduce.Job:  map 100% reduce 96%
16/09/19 16:58:58 INFO mapreduce.Job:  map 100% reduce 97%
16/09/19 16:59:25 INFO mapreduce.Job:  map 100% reduce 98%
16/09/19 16:59:53 INFO mapreduce.Job:  map 100% reduce 99%
16/09/19 17:00:21 INFO mapreduce.Job:  map 100% reduce 100%
16/09/19 17:00:59 INFO mapreduce.Job: Job job_1474333263386_0001 completed successfully
16/09/19 17:01:00 INFO mapreduce.Job: Counters: 49
       	File System Counters
       		FILE: Number of bytes read=3960232926
       		FILE: Number of bytes written=5941261169
       		FILE: Number of read operations=0
       		FILE: Number of large read operations=0
       		FILE: Number of write operations=0
       		HDFS: Number of bytes read=1073771208
       		HDFS: Number of bytes written=1370734242
       		HDFS: Number of read operations=36
       		HDFS: Number of large read operations=0
       		HDFS: Number of write operations=8
       	Job Counters
       		Launched map tasks=8
       		Launched reduce tasks=4
       		Data-local map tasks=8
       		Total time spent by all maps in occupied slots (ms)=13284638
       		Total time spent by all reduces in occupied slots (ms)=3887312
       		Total time spent by all map tasks (ms)=13284638
       		Total time spent by all reduce tasks (ms)=3887312
       		Total vcore-milliseconds taken by all map tasks=13284638
       		Total vcore-milliseconds taken by all reduce tasks=3887312
       		Total megabyte-milliseconds taken by all map tasks=13603469312
       		Total megabyte-milliseconds taken by all reduce tasks=3980607488
       	Map-Reduce Framework
       		Map input records=7615190
       		Map output records=152303804
       		Map output bytes=1675341850
       		Map output materialized bytes=1979949650
       		Input split bytes=712
       		Combine input records=304607608
       		Combine output records=304607608
       		Reduce input groups=152303804
       		Reduce shuffle bytes=1979949650
       		Reduce input records=152303804
       		Reduce output records=152303804
       		Spilled Records=456911412
       		Shuffled Maps =32
       		Failed Shuffles=0
       		Merged Map outputs=32
       		GC time elapsed (ms)=84381
       		CPU time spent (ms)=17386500
       		Physical memory (bytes) snapshot=1474904064
       		Virtual memory (bytes) snapshot=3817771008
       		Total committed heap usage (bytes)=1037074432
       	Shuffle Errors
       		BAD_ID=0
       		CONNECTION=0
       		IO_ERROR=0
       		WRONG_LENGTH=0
       		WRONG_MAP=0
       		WRONG_REDUCE=0
       	File Input Format Counters
       		Bytes Read=1073770496
       	File Output Format Counters
       		Bytes Written=1370734242
hduser@node0:~ $
