hduser@node0:~ $ hadoop jar /opt/hadoop/share/hadoop/mapreduce/hadoop-mapreduce-examples-2.7.2.jar wordcount -Dmapreduce.job.reduces=8 /input256 /output
16/09/08 17:35:54 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
16/09/08 17:35:58 INFO client.RMProxy: Connecting to ResourceManager at node0/192.168.1.109:8032
16/09/08 17:36:02 INFO input.FileInputFormat: Total input paths to process : 1
16/09/08 17:36:02 INFO mapreduce.JobSubmitter: number of splits:8
16/09/08 17:36:03 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1473379399940_0006
16/09/08 17:36:04 INFO impl.YarnClientImpl: Submitted application application_1473379399940_0006
16/09/08 17:36:04 INFO mapreduce.Job: The url to track the job: http://node0:8088/proxy/application_1473379399940_0006/
16/09/08 17:36:04 INFO mapreduce.Job: Running job: job_1473379399940_0006
16/09/08 17:36:32 INFO mapreduce.Job: Job job_1473379399940_0006 running in uber mode : false
16/09/08 17:36:32 INFO mapreduce.Job:  map 0% reduce 0%
16/09/08 17:42:34 INFO mapreduce.Job:  map 85% reduce 0%
16/09/08 17:42:37 INFO mapreduce.Job:  map 86% reduce 0%
16/09/08 17:42:39 INFO mapreduce.Job:  map 87% reduce 0%
16/09/08 17:42:40 INFO mapreduce.Job:  map 88% reduce 0%
16/09/08 17:42:43 INFO mapreduce.Job:  map 89% reduce 0%
16/09/08 17:42:46 INFO mapreduce.Job:  map 90% reduce 0%
16/09/08 17:42:49 INFO mapreduce.Job:  map 92% reduce 0%
16/09/08 17:42:52 INFO mapreduce.Job:  map 93% reduce 0%
16/09/08 17:42:55 INFO mapreduce.Job:  map 94% reduce 0%
16/09/08 17:42:58 INFO mapreduce.Job:  map 95% reduce 0%
16/09/08 17:43:00 INFO mapreduce.Job:  map 96% reduce 0%
16/09/08 17:43:01 INFO mapreduce.Job:  map 97% reduce 0%
16/09/08 17:43:04 INFO mapreduce.Job:  map 98% reduce 0%
16/09/08 17:43:07 INFO mapreduce.Job:  map 99% reduce 0%
16/09/08 17:43:09 INFO mapreduce.Job:  map 100% reduce 0%
16/09/08 17:43:36 INFO mapreduce.Job:  map 100% reduce 5%
16/09/08 17:43:37 INFO mapreduce.Job:  map 100% reduce 10%
16/09/08 17:43:38 INFO mapreduce.Job:  map 100% reduce 16%
16/09/08 17:43:39 INFO mapreduce.Job:  map 100% reduce 19%
16/09/08 17:43:40 INFO mapreduce.Job:  map 100% reduce 21%
16/09/08 17:43:41 INFO mapreduce.Job:  map 100% reduce 28%
16/09/08 17:43:42 INFO mapreduce.Job:  map 100% reduce 29%
16/09/08 17:43:43 INFO mapreduce.Job:  map 100% reduce 31%
16/09/08 17:43:44 INFO mapreduce.Job:  map 100% reduce 35%
16/09/08 17:43:45 INFO mapreduce.Job:  map 100% reduce 36%
16/09/08 17:43:47 INFO mapreduce.Job:  map 100% reduce 37%
16/09/08 17:43:48 INFO mapreduce.Job:  map 100% reduce 38%
16/09/08 17:43:50 INFO mapreduce.Job:  map 100% reduce 39%
16/09/08 17:43:52 INFO mapreduce.Job:  map 100% reduce 40%
16/09/08 17:43:53 INFO mapreduce.Job:  map 100% reduce 41%
16/09/08 17:43:55 INFO mapreduce.Job:  map 100% reduce 42%
16/09/08 17:43:56 INFO mapreduce.Job:  map 100% reduce 43%
16/09/08 17:43:58 INFO mapreduce.Job:  map 100% reduce 44%
16/09/08 17:43:59 INFO mapreduce.Job:  map 100% reduce 45%
16/09/08 17:44:01 INFO mapreduce.Job:  map 100% reduce 46%
16/09/08 17:44:02 INFO mapreduce.Job:  map 100% reduce 47%
16/09/08 17:44:04 INFO mapreduce.Job:  map 100% reduce 48%
16/09/08 17:44:05 INFO mapreduce.Job:  map 100% reduce 49%
16/09/08 17:44:07 INFO mapreduce.Job:  map 100% reduce 50%
16/09/08 17:44:08 INFO mapreduce.Job:  map 100% reduce 51%
16/09/08 17:44:10 INFO mapreduce.Job:  map 100% reduce 52%
16/09/08 17:44:11 INFO mapreduce.Job:  map 100% reduce 53%
16/09/08 17:44:13 INFO mapreduce.Job:  map 100% reduce 54%
16/09/08 17:44:14 INFO mapreduce.Job:  map 100% reduce 55%
16/09/08 17:44:16 INFO mapreduce.Job:  map 100% reduce 56%
16/09/08 17:44:18 INFO mapreduce.Job:  map 100% reduce 57%
16/09/08 17:44:20 INFO mapreduce.Job:  map 100% reduce 58%
16/09/08 17:44:21 INFO mapreduce.Job:  map 100% reduce 59%
16/09/08 17:44:23 INFO mapreduce.Job:  map 100% reduce 60%
16/09/08 17:44:24 INFO mapreduce.Job:  map 100% reduce 61%
16/09/08 17:44:27 INFO mapreduce.Job:  map 100% reduce 62%
16/09/08 17:44:29 INFO mapreduce.Job:  map 100% reduce 64%
16/09/08 17:44:32 INFO mapreduce.Job:  map 100% reduce 65%
16/09/08 17:44:33 INFO mapreduce.Job:  map 100% reduce 66%
16/09/08 17:44:35 INFO mapreduce.Job:  map 100% reduce 67%
16/09/08 17:44:39 INFO mapreduce.Job:  map 100% reduce 68%
16/09/08 17:44:42 INFO mapreduce.Job:  map 100% reduce 69%
16/09/08 17:44:45 INFO mapreduce.Job:  map 100% reduce 70%
16/09/08 17:44:48 INFO mapreduce.Job:  map 100% reduce 71%
16/09/08 17:44:51 INFO mapreduce.Job:  map 100% reduce 72%
16/09/08 17:44:54 INFO mapreduce.Job:  map 100% reduce 73%
16/09/08 17:44:59 INFO mapreduce.Job:  map 100% reduce 74%
16/09/08 17:45:02 INFO mapreduce.Job:  map 100% reduce 75%
16/09/08 17:45:06 INFO mapreduce.Job:  map 100% reduce 76%
16/09/08 17:45:09 INFO mapreduce.Job:  map 100% reduce 77%
16/09/08 17:45:12 INFO mapreduce.Job:  map 100% reduce 78%
16/09/08 17:45:15 INFO mapreduce.Job:  map 100% reduce 79%
16/09/08 17:45:19 INFO mapreduce.Job:  map 100% reduce 80%
16/09/08 17:45:24 INFO mapreduce.Job:  map 100% reduce 81%
16/09/08 17:45:27 INFO mapreduce.Job:  map 100% reduce 82%
16/09/08 17:45:31 INFO mapreduce.Job:  map 100% reduce 83%
16/09/08 17:45:34 INFO mapreduce.Job:  map 100% reduce 84%
16/09/08 17:45:37 INFO mapreduce.Job:  map 100% reduce 85%
16/09/08 17:45:41 INFO mapreduce.Job:  map 100% reduce 86%
16/09/08 17:45:45 INFO mapreduce.Job:  map 100% reduce 87%
16/09/08 17:45:48 INFO mapreduce.Job:  map 100% reduce 88%
16/09/08 17:45:52 INFO mapreduce.Job:  map 100% reduce 89%
16/09/08 17:45:55 INFO mapreduce.Job:  map 100% reduce 90%
16/09/08 17:45:58 INFO mapreduce.Job:  map 100% reduce 91%
16/09/08 17:46:02 INFO mapreduce.Job:  map 100% reduce 92%
16/09/08 17:46:05 INFO mapreduce.Job:  map 100% reduce 93%
16/09/08 17:46:09 INFO mapreduce.Job:  map 100% reduce 94%
16/09/08 17:46:12 INFO mapreduce.Job:  map 100% reduce 95%
16/09/08 17:46:16 INFO mapreduce.Job:  map 100% reduce 96%
16/09/08 17:46:20 INFO mapreduce.Job:  map 100% reduce 97%
16/09/08 17:46:23 INFO mapreduce.Job:  map 100% reduce 98%
16/09/08 17:46:27 INFO mapreduce.Job:  map 100% reduce 99%
16/09/08 17:46:31 INFO mapreduce.Job:  map 100% reduce 100%
16/09/08 17:46:35 INFO mapreduce.Job: Job job_1473379399940_0006 completed successfully
16/09/08 17:46:36 INFO mapreduce.Job: Counters: 49
       	File System Counters
       		FILE: Number of bytes read=990224468
       		FILE: Number of bytes written=1486845182
       		FILE: Number of read operations=0
       		FILE: Number of large read operations=0
       		FILE: Number of write operations=0
       		HDFS: Number of bytes read=268464864
       		HDFS: Number of bytes written=342683562
       		HDFS: Number of read operations=48
       		HDFS: Number of large read operations=0
       		HDFS: Number of write operations=16
       	Job Counters
       		Launched map tasks=8
       		Launched reduce tasks=8
       		Data-local map tasks=8
       		Total time spent by all maps in occupied slots (ms)=3139536
       		Total time spent by all reduces in occupied slots (ms)=1539721
       		Total time spent by all map tasks (ms)=3139536
       		Total time spent by all reduce tasks (ms)=1539721
       		Total vcore-milliseconds taken by all map tasks=3139536
       		Total vcore-milliseconds taken by all reduce tasks=1539721
       		Total megabyte-milliseconds taken by all map tasks=3214884864
       		Total megabyte-milliseconds taken by all reduce tasks=1576674304
       	Map-Reduce Framework
       		Map input records=1903798
       		Map output records=38075951
       		Map output bytes=418835464
       		Map output materialized bytes=494987750
       		Input split bytes=736
       		Combine input records=38075951
       		Combine output records=38075951
       		Reduce input groups=38075951
       		Reduce shuffle bytes=494987750
       		Reduce input records=38075951
       		Reduce output records=38075951
       		Spilled Records=114227853
       		Shuffled Maps =64
       		Failed Shuffles=0
       		Merged Map outputs=64
       		GC time elapsed (ms)=24734
       		CPU time spent (ms)=4551770
       		Physical memory (bytes) snapshot=2633129984
       		Virtual memory (bytes) snapshot=5088829440
       		Total committed heap usage (bytes)=2117062656
       	Shuffle Errors
       		BAD_ID=0
       		CONNECTION=0
       		IO_ERROR=0
       		WRONG_LENGTH=0
       		WRONG_MAP=0
       		WRONG_REDUCE=0
       	File Input Format Counters
       		Bytes Read=268464128
       	File Output Format Counters
       		Bytes Written=342683562
hduser@node0:~ $
